"2","3","3","1","Congress District 2","Tiffany Bond","I","Amherst","Amherst","0","0","0","0","0.00","0.00","0.00"
"3","3","2","1","Congress District 2","Tiffany Bond","I","Aurora","Aurora","0","0","0","0","0.00","0.00","0.00"
"4","3","124","1","Congress District 2","Tiffany Bond","I","Bar Harbor","Bar Harbor","0","0","0","0","0.00","0.00","0.00"
"5","3","70","1","Congress District 2","Tiffany Bond","I","Blue Hill","Blue Hill","0","0","0","0","0.00","0.00","0.00"
"6","3","24","1","Congress District 2","Tiffany Bond","I","Brooklin","Brooklin","0","0","0","0","0.00","0.00","0.00"
"7","3","22","1","Congress District 2","Tiffany Bond","I","Brooksville","Brooksville","0","0","0","0","0.00","0.00","0.00"
"8","3","118","1","Congress District 2","Tiffany Bond","I","Bucksport","Bucksport","0","0","0","0","0.00","0.00","0.00"
"9","3","20","1","Congress District 2","Tiffany Bond","I","Castine","Castine","0","0","0","0","0.00","0.00","0.00"
"10","3","8","1","Congress District 2","Tiffany Bond","I","Cranberry Isles","Cranberry Isles","0","0","0","0","0.00","0.00","0.00"
"11","3","37","1","Congress District 2","Tiffany Bond","I","Dedham","Dedham","0","0","0","0","0.00","0.00","0.00"
"12","3","43","1","Congress District 2","Tiffany Bond","I","Deer Isle","Deer Isle","0","0","0","0","0.00","0.00","0.00"
"13","3","9","1","Congress District 2","Tiffany Bond","I","Eastbrook","Eastbrook","0","0","0","0","0.00","0.00","0.00"
"14","3","180","1","Congress District 2","Tiffany Bond","I","Ellsworth","Ellsworth","0","0","0","0","0.00","0.00","0.00"
"15","3","30","1","Congress District 2","Tiffany Bond","I","Franklin","Franklin","0","0","0","0","0.00","0.00","0.00"
"16","3","2","1","Congress District 2","Tiffany Bond","I","Frenchboro","Frenchboro","0","0","0","0","0.00","0.00","0.00"
"17","3","33","1","Congress District 2","Tiffany Bond","I","Gouldsboro","Gouldsboro","0","0","0","0","0.00","0.00","0.00"
"18","3","1","1","Congress District 2","Tiffany Bond","I","Great Pond","Great Pond","0","0","0","0","0.00","0.00","0.00"
"19","3","31","1","Congress District 2","Tiffany Bond","I","Hancock","Hancock","0","0","0","0","0.00","0.00","0.00"
"20","3","44","1","Congress District 2","Tiffany Bond","I","Lamoine","Lamoine","0","0","0","0","0.00","0.00","0.00"
"21","3","14","1","Congress District 2","Tiffany Bond","I","Mariaville","Mariaville","0","0","0","0","0.00","0.00","0.00"
"22","3","49","1","Congress District 2","Tiffany Bond","I","Mount Desert","Mount Desert","0","0","0","0","0.00","0.00","0.00"
"23","3","60","1","Congress District 2","Tiffany Bond","I","Orland","Orland","0","0","0","0","0.00","0.00","0.00"
"24","3","2","1","Congress District 2","Tiffany Bond","I","Osborn","Osborn","0","0","0","0","0.00","0.00","0.00"
"25","3","14","1","Congress District 2","Tiffany Bond","I","Otis","Otis","0","0","0","0","0.00","0.00","0.00"
"26","3","41","1","Congress District 2","Tiffany Bond","I","Penobscot","Penobscot","0","0","0","0","0.00","0.00","0.00"
"27","3","40","1","Congress District 2","Tiffany Bond","I","Sedgwick","Sedgwick","0","0","0","0","0.00","0.00","0.00"
"28","3","8","1","Congress District 2","Tiffany Bond","I","Sorrento","Sorrento","0","0","0","0","0.00","0.00","0.00"
"29","3","40","1","Congress District 2","Tiffany Bond","I","Southwest Harbor","Southwest Harbor","0","0","0","0","0.00","0.00","0.00"
"30","3","29","1","Congress District 2","Tiffany Bond","I","Stonington","Stonington","0","0","0","0","0.00","0.00","0.00"
"31","3","24","1","Congress District 2","Tiffany Bond","I","Sullivan","Sullivan","0","0","0","0","0.00","0.00","0.00"
"32","3","34","1","Congress District 2","Tiffany Bond","I","Surry","Surry","0","0","0","0","0.00","0.00","0.00"
